Rate,Blockheight
9.0,20284650
6.9,20282026
6.9,20282023
14.0,20281624
7.1,20281395
7.5,20280432
7.6,20280181
24.9,20280075
7.7,20279956
7.7,20279936
24.9,20279909
7.7,20279870
7.7,20279816
8.0,20279008
24.9,20278586
8.5,20278448
8.6,20278442
24.9,20278198
8.4,20277853
9.0,20277251
594.7,20277210
9.1,20277035
9.6,20275616
9.8,20274224
10.0,20273774
9.9,20273089
30.0,20273014
14.9,20272798
9.5,20272695
9.5,20272639
30.0,20272459
993.3,20272424
9.6,20272386
9.8,20272186
9.8,20271832
9.9,20271824
31.0,20271805
10.0,20271773
9.1,20271527
31.0,20271190
9.9,20269693
9.9,20269559
7.6,20268841
31.0,20268724
7.7,20268573
31.0,20268433
7.7,20268396
7.8,20268218
9.9,20267309
8.5,20266991
8.9,20266112
9.3,20265236
20.0,20264974
33.0,20264834
33.0,20264710
9.7,20264500
9.5,20264248
9.6,20264226
9.7,20264053
9.9,20264049
10.0,20263897
10.9,20263376
2.8,20261658
2.8,20260826
2.9,20260623
2.9,20260489
2.9,20260489
2.9,20260489
19.6,20260158
34.0,20260152
2.6,20259733
3.4,20259562
8.9,20259436
35.0,20258548
4.3,20257204
4.4,20256849
34.0,20256603
3.5,20256263
5.3,20256079
3.0,20255339
7.7,20255326
4.1,20255320
17.7,20255294
0.0,20255156
4.2,20255072
4.2,20254823
4.2,20254603
0.0,20254489
4.4,20254486
3.0,20254475
0.0,20254459
35.0,20254397
3.3,20253919
1.5,20253916
35.0,20253276
4.0,20252163
0.0,20252067
0.0,20252062
0.0,20252062
19.3,20251851
35.0,20251601
0.0,20251332
0.0,20251118
0.0,20250737
0.0,20250537
0.0,20249485
4.2,20249362
14.9,20249357
37.0,20249010
37.0,20248991
37.0,20248888
998.9,20248882
687.0,20248881
687.0,20248880
4.8,20248027
4.7,20247905
4.7,20247850
4.8,20247700
38.0,20247417
4.9,20247192
4.9,20247188
5.0,20247144
4.3,20246738
38.0,20246044
5.3,20245793
4.8,20245351
12.9,20244941
5.1,20244898
5.1,20244893
5.1,20244892
5.8,20244513
12.9,20244013
13.0,20244008
5.6,20244004
5.7,20243712
5.8,20243366
5.8,20243364
5.8,20243294
5.8,20243262
38.0,20243050
38.0,20243030
37.0,20243005
15.0,20242937
6.5,20242501
6.2,20242458
6.2,20242260
6.8,20241969
6.7,20241762
24.0,20240412
7.2,20240386
7.4,20240226
7.4,20240225
7.7,20239726
7.7,20239712
7.7,20239671
7.8,20239568
7.0,20239363
9.5,20239346
9.8,20239296
7.1,20239195
18.5,20238948
37.0,20238938
7.3,20238622
24.0,20238392
24.0,20238363
24.0,20238363
24.0,20238363
88.0,20238350
11.6,20237806
24.0,20237357
7.7,20237339
24.0,20237110
24.0,20237098
7.9,20236828
24.0,20236475
24.0,20235794
18.3,20235057
13.3,20234755
20.0,20234700
17.4,20234616
20.0,20234597
8.7,20234593
8.8,20234438
8.9,20234402
15.0,20234382
20.0,20233793
989.0,20232965
9.8,20232563
9.8,20232558
9.8,20232551
9.8,20232336
10.0,20231995
20.0,20231059
13.6,20230908
17.3,20230193
20.0,20230174
20.0,20230174
20.0,20229316
20.0,20229167
13.6,20228798
20.0,20228368
14.1,20228355
20.0,20227694
20.0,20227556
18.4,20227508
20.0,20227389
9.5,20227048
9.6,20226749
268.0,20226431
10.0,20226406
9.9,20226206
10.0,20226188
10.0,20225890
10.0,20225782
10.0,20225642
20.0,20225528
9.1,20225288
10.0,20224176
10.0,20224176
24.0,20224114
9.6,20223951
9.9,20223943
9.7,20223618
9.1,20223609
9.9,20223523
24.0,20223380
10.0,20223266
285.0,20223227
9.6,20223201
9.6,20223193
34.0,20223189
34.0,20223186
24.0,20222958
9.0,20222926
285.0,20222926
285.0,20222808
9.0,20222793
24.0,20222762
9.0,20222717
9.0,20222710
9.0,20222705
9.0,20222672
9.1,20222647
9.2,20222638
9.4,20222378
9.6,20221885
283.0,20221643
25.0,20221550
2.9,20221154
24.4,20221026
90.0,20220861
17.4,20220573
24.2,20220252
39.0,20220250
39.0,20220250
24.3,20220096
1000.0,20220088
3.7,20219756
3.7,20219679
39.0,20219504
39.0,20219504
24.5,20219444
3.3,20219373
3.3,20219373
3.5,20219010
3.6,20218966
3.9,20218962
24.5,20218942
3.9,20218924
24.5,20218920
3.8,20218908
3.8,20218557
24.5,20218552
39.0,20218451
39.0,20218450
3.5,20218450
588.0,20218414
18.3,20218181
3.9,20218037
3.6,20217954
24.5,20217935
298.0,20217902
588.0,20217894
24.5,20217845
39.0,20217647
3.9,20217452
298.0,20217210
688.0,20217208
18.4,20217200
688.0,20217193
4.0,20217100
3.1,20217098
3.1,20217093
4.3,20217050
3.2,20216884
23.5,20216853
3.9,20216696
3.8,20216590
23.5,20216431
23.5,20216185
3.7,20216030
23.5,20216011
23.5,20216002
23.5,20215441
3.8,20215359
3.9,20215279
3.9,20215278
3.9,20215147
4.0,20214920
4.0,20214829
18.0,20214734
23.5,20214584
4.2,20214450
4.4,20214316
17.8,20214266
4.4,20214264
4.4,20214257
23.5,20214226
23.5,20213784
23.0,20213738
4.7,20213535
20.8,20213180
20.8,20212984
20.8,20212725
5.1,20212507
5.2,20212290
5.2,20212198
5.2,20212198
5.3,20212071
20.0,20211997
5.3,20211930
5.6,20211185
5.8,20210516
18.5,20210282
20.7,20210067
297.0,20209685
6.2,20209597
40.0,20209501
40.0,20209500
19.0,20209296
6.1,20208944
6.2,20208791
104.0,20208554
6.5,20208404
18.5,20208340
21.8,20208260
21.8,20208244
6.5,20208176
20.0,20208154
20.8,20208100
22.4,20208064
14.4,20207966
14.5,20207903
23.0,20207885
104.0,20207867
23.5,20207862
14.6,20207855
23.9,20207819
7.0,20207240
7.0,20207158
10.0,20206959
1000.0,20206827
9.8,20206685
23.9,20206603
20.0,20206506
7.4,20206202
10.0,20206198
7.5,20206192
7.5,20206085
20.0,20206045
9.9,20205958
7.7,20205813
7.7,20205813
9.9,20205638
41.2,20205331
41.2,20205329
20.0,20205222
7.9,20205132
14.9,20205132
41.2,20205123
7.9,20205115
41.2,20205111
20.0,20205090
20.0,20205026
8.0,20204948
20.0,20204651
8.1,20204608
20.0,20204540
24.9,20204482
998.0,20204479
41.2,20204460
20.0,20204457
41.2,20204454
998.0,20204424
998.0,20204421
998.0,20204419
998.0,20204419
41.1,20204365
20.0,20203925
8.4,20203768
8.4,20203768
8.4,20203765
8.4,20203765
9.1,20203123
8.8,20202788
8.9,20202494
8.9,20202480
8.8,20202475
9.0,20201868
20.0,20201534
9.2,20201515
9.3,20201269
9.3,20201269
9.9,20201198
34.1,20201052
23.6,20201033
18.9,20200977
29.9,20200692
0.1,20200229
7.0,20200229
0.0,20200198
9.9,20199838
9.9,20199547
1000.0,20199545
278.0,20199535
999.0,20199525
999.0,20199521
999.0,20199519
9.9,20199515
9.9,20199464
9.2,20199449
34.8,20199444
9.9,20199413
24.8,20199376
24.9,20199274
25.0,20199260
19.9,20198783
9.9,20198458
24.0,20198456
10.0,20198207
10.0,20198207
9.9,20197837
40.0,20197778
19.9,20197753
20.0,20197742
19.9,20197737
25.0,20197731
20.0,20197726
9.8,20197721
25.0,20197593
25.0,20197516
104.5,20197448
22.0,20197342
9.9,20197089
9.9,20197089
9.9,20196842
9.2,20196645
9.2,20196644
25.0,20196464
9.5,20195617
109.5,20195530
9.7,20195312
9.8,20195310
9.8,20195307
9.8,20195305
9.8,20195273
9.9,20195252
9.9,20195247
29.9,20194896
9.9,20194670
8.9,20194606
8.9,20194602
9.0,20194533
9.1,20194527
9.3,20194100
9.3,20194091
14.9,20193904
24.9,20193809
9.5,20193732
14.9,20193532
14.9,20193525
24.8,20193467
9.8,20193424
19.9,20193265
9.7,20193066
9.9,20193061
9.7,20193058
9.9,20193013
9.9,20192555
55.9,20192144
16.0,20192011
56.0,20191999
56.1,20191978
56.2,20191722
16.0,20191596
187.5,20191490
40.7,20191444
195.7,20191418
349.0,20191380
500.0,20191204
347.7,20191131
347.7,20191129
57.3,20191122
27.0,20191105
26.9,20191094
27.0,20191054
27.0,20191052
27.0,20191043
18.7,20190673
26.7,20190673
18.7,20190660
18.7,20190653
257.1,20190603
18.9,20190592
23.0,20190590
18.9,20190588
41.5,20190526
23.5,20189264
23.6,20189259
23.7,20189253
41.9,20189239
23.9,20189183
1000.0,20189172
350.0,20188803
19.0,20188788
19.0,20188785
0.0,20188447
0.0,20188393
0.0,20188197
1000.0,20187887
42.7,20187849
29.5,20187686
29.5,20187685
29.7,20187316
18.7,20187140
29.8,20187051
1000.0,20187050
19.8,20186861
26.6,20186388
26.7,20186254
26.8,20186239
55.1,20185766
1000.0,20185762
26.8,20185603
57.1,20185466
57.5,20185394
18.6,20185177
58.8,20184904
27.7,20184715
24.9,20184275
610.0,20184084
27.9,20184080
19.0,20183928
58.0,20183912
8.6,20183901
59.0,20183763
18.9,20183288
18.9,20183232
30.7,20183181
14.0,20182588
14.0,20182588
14.5,20181704
10.0,20181376
14.7,20181159
51.3,20180416
9.6,20180029
34.1,20179075
10.0,20178886
10.0,20178336
688.0,20177696
14.4,20177398
14.7,20176630
44.9,20176075
14.9,20176073
44.9,20176068
14.7,20175798
14.8,20175788
14.8,20175678
14.9,20175609
14.9,20175496
8.9,20175116
53.8,20174747
28.5,20174710
28.5,20174706
600.0,20174690
18.6,20174535
28.6,20174471
39.0,20173577
100.0,20173504
61.2,20173167
17.0,20172929
20.6,20172785
29.4,20172777
0.0,20172742
0.0,20172737
0.0,20172735
24.7,20172678
24.8,20172296
0.0,20171904
25.0,20171826
35.9,20171596
24.0,20171494
0.0,20171288
38.0,20170469
18.9,20170456
1000.0,20170452
19.0,20170288
999.0,20170085
15.0,20170017
0.0,20169927
0.0,20169917
0.0,20169916
47.2,20169708
0.0,20169665
29.7,20169354
0.0,20169287
15.0,20169109
999.0,20168881
0.0,20168756
1000.0,20168684
61.7,20168667
19.0,20168541
0.0,20168396
19.9,20168391
15.0,20168383
15.0,20168383
0.0,20168285
17.0,20168271
16.9,20168044
0.0,20167989
16.8,20167969
8.9,20167815
23.1,20167457
23.2,20167019
8.6,20166998
288.0,20166802
23.5,20166550
0.0,20166394
14.7,20165867
0.0,20165740
97.8,20165625
8.6,20165611
38.9,20165483
38.9,20165483
38.9,20165480
38.9,20165475
39.0,20165458
0.0,20165453
39.0,20165446
8.9,20165445
39.0,20165412
8.9,20165349
0.0,20165277
0.0,20165226
39.0,20164767
1000.0,20164747
0.0,20164425
0.0,20164424
0.0,20164424
0.0,20164424
0.0,20164422
0.0,20164422
39.0,20164185
0.0,20164045
0.0,20164044
0.0,20162890
9.9,20162680
0.0,20162584
0.0,20162559
0.0,20162313
59.0,20162065
59.0,20161926
299.0,20161923
59.0,20161922
1.6,20161880
0.0,20161818
0.0,20161724
24.7,20161689
39.0,20161660
39.0,20161660
35.0,20161645
299.0,20161641
600.0,20161638
15.0,20161620
0.0,20161563
0.0,20161403
0.0,20161238
0.0,20161237
0.0,20160732
0.0,20160684
0.0,20160458
0.1,20160431
0.0,20160346
0.0,20160131
0.0,20160078
0.0,20159994
20.0,20159929
0.0,20159482
0.0,20159379
0.0,20159344
19.9,20159211
0.0,20158741
0.0,20158731
0.0,20158553
0.0,20158553
0.0,20158497
0.0,20158496
0.0,20158401
0.0,20158335
27.1,20158298
0.0,20158254
0.0,20158237
0.0,20158120
17.0,20157872
17.0,20157872
17.0,20157872
15.0,20157860
0.0,20157786
0.0,20157773
15.3,20157764
0.0,20157481
20.0,20157286
18.8,20157184
1000.0,20156970
0.0,20156931
0.0,20156931
0.0,20156931
0.0,20156620
0.0,20156613
0.0,20156345
11.8,20156339
9.7,20156257
40.2,20156177
19.7,20155823
19.7,20155813
0.0,20155806
0.0,20155736
0.0,20155727
3.2,20155617
3.2,20155616
9.0,20155598
3.3,20155506
19.5,20155408
19.6,20155394
19.7,20155383
19.7,20155376
19.7,20155369
19.7,20155357
0.0,20155342
15.0,20155165
0.0,20155118
18.9,20155005
0.0,20154852
0.0,20154848
0.0,20154712
20.0,20154523
6.7,20154429
19.9,20154375
0.0,20154259
19.9,20154247
19.9,20154055
0.0,20153916
0.0,20153888
19.0,20153807
19.0,20153716
0.0,20153636
15.0,20153610
24.6,20153606
244.8,20153555
38.9,20152873
0.0,20152193
18.9,20151645
22.9,20151635
0.0,20151589
21.7,20151486
600.0,20151455
600.0,20151447
25.0,20151315
20.0,20151315
28.8,20151186
0.0,20151175
0.0,20151078
19.9,20150966
0.0,20150614
0.0,20150608
21.3,20150598
4.9,20150598
20.0,20150593
19.7,20150500
14.0,20150165
250.0,20150036
0.0,20149919
1000.0,20149763
14.8,20149741
10.0,20149540
25.0,20149446
19.0,20149387
24.5,20149342
1000.0,20149310
0.0,20149223
0.0,20149171
0.0,20149171
0.0,20149100
0.0,20149061
0.0,20149061
19.9,20149003
15.0,20148680
0.0,20148515
11.5,20148425
0.0,20148422
999.0,20148281
25.0,20148104
25.0,20148082
25.0,20148064
25.0,20147819
6.8,20147697
24.7,20147697
0.0,20147672
0.0,20147630
3.6,20147590
3.6,20147590
0.0,20147511
19.9,20147476
25.0,20147289
24.7,20147185
5.1,20147156
299.0,20147002
25.0,20146812
2.9,20146701
19.9,20146557
18.1,20146349
3.7,20146325
0.0,20146275
19.9,20146272
0.0,20146190
0.0,20145981
0.0,20145616
19.8,20145454
990.0,20145373
0.0,20145249
19.9,20145106
0.0,20144743
0.0,20144614
34.9,20144593
19.9,20144584
19.9,20144460
298.0,20144374
33.0,20144333
19.9,20144330
33.8,20144011
34.1,20144009
19.9,20143981
0.0,20143949
999.0,20143940
0.0,20143921
0.0,20143921
0.0,20143916
38.3,20143887
38.8,20143885
0.0,20143825
0.0,20143775
0.0,20143720
0.0,20143697
0.0,20143559
0.0,20143477
0.0,20143477
0.0,20143474
0.0,20143469
0.0,20143463
0.0,20143170
0.0,20143073
0.0,20142974
0.0,20142946
13.3,20142912
0.0,20142895
16.1,20142872
0.0,20142714
1000.0,20142676
0.0,20142595
0.0,20142506
0.0,20142504
0.0,20142303
0.0,20142204
0.0,20142187
0.0,20142039
19.9,20141802
0.0,20141741
0.0,20141672
0.0,20141558
0.0,20141556
0.0,20141354
0.0,20141322
19.9,20141258
19.9,20141155
0.0,20141011
0.0,20141010
0.0,20140930
19.9,20140843
0.0,20140655
0.0,20140540
0.0,20140415
0.0,20140342
0.0,20140167
0.0,20140164
0.0,20140152
20.0,20140088
0.0,20140005
23.1,20139991
0.0,20139986
38.9,20139945
0.0,20139939
0.0,20139894
0.0,20139893
0.0,20139892
0.0,20139890
0.0,20139885
0.0,20139687
0.0,20139278
19.9,20139254
0.0,20139151
0.0,20139022
19.9,20138998
0.0,20138788
19.9,20138678
0.0,20138648
19.9,20138604
0.0,20138473
35.0,20138300
35.3,20138299
37.0,20138278
19.9,20138274
0.0,20138254
0.0,20138237
0.0,20138172
0.0,20138171
0.0,20138156
3.2,20137948
19.9,20137793
19.9,20137712
0.0,20137571
0.0,20137439
65.5,20137423
0.0,20137403
69.4,20137372
69.7,20137369
1000.0,20137353
0.0,20137344
0.0,20137267
0.0,20137112
19.9,20137100
40.0,20136861
0.0,20136810
0.0,20136571
19.9,20136565
29.0,20136514
0.0,20136388
0.0,20136297
0.0,20136214
0.0,20136180
0.0,20136081
19.9,20136005
0.0,20135896
19.9,20135822
19.9,20135752
20.0,20135649
0.0,20135491
19.9,20135436
0.0,20135354
19.9,20135352
0.0,20135271
8.8,20135252
0.0,20135071
19.9,20135036
0.0,20134961
0.1,20134830
0.1,20134829
7.8,20134686
53.6,20134621
117.6,20134272
25.3,20134240
25.2,20134240
68.0,20134226
25.3,20134220
0.0,20133978
24.7,20133970
24.7,20133969
19.9,20133954
0.0,20133953
0.0,20133862
15.0,20133809
15.0,20133809
0.0,20133784
0.0,20133780
0.0,20133780
0.0,20133776
0.0,20133772
19.9,20133764
19.9,20133763
67.4,20133639
69.3,20133636
0.0,20133382
33.1,20133300
106.3,20132942
0.0,20132858
0.0,20132719
5.4,20132696
5.4,20132696
28.9,20132539
29.0,20132535
37.6,20132500
0.0,20132467
29.0,20132467
39.0,20132459
38.9,20132451
39.0,20132445
38.9,20132439
30.1,20132423
29.0,20132230
209.9,20131930
174.9,20131920
174.9,20131809
19.9,20131803
20.0,20131561
0.0,20131512
39.2,20131496
39.3,20131408
0.0,20131307
0.0,20131191
39.4,20131160
0.0,20131077
39.5,20131058
0.0,20130999
278.9,20130843
0.0,20130838
0.0,20130824
0.0,20130805
39.8,20130780
0.0,20130334
0.0,20130325
0.1,20130309
10.9,20130157
25.0,20130126
0.1,20130121
0.0,20129987
24.9,20129941
5.7,20129770
0.0,20129643
23.8,20129396
24.9,20129372
4.3,20129358
4.3,20129357
24.9,20129118
0.0,20129110
279.9,20129052
0.0,20129044
0.0,20129040
0.0,20129010
0.0,20128859
19.9,20128846
19.9,20128734
19.9,20128459
24.9,20128396
24.9,20128394
24.9,20128394
24.9,20128384
24.9,20128384
19.9,20128371
169.0,20128358
23.8,20128276
19.9,20128255
24.4,20128191
0.0,20128173
0.0,20128172
23.8,20128048
19.9,20128027
13.6,20128018
13.5,20127994
0.0,20127847
22.7,20127835
25.0,20127806
25.0,20127803
19.9,20127801
19.9,20127575
6.1,20127520
259.5,20127108
0.0,20127087
290.9,20126850
0.0,20126832
0.0,20126770
20.0,20126763
0.0,20126730
0.0,20126729
169.9,20126699
20.0,20126687
20.0,20126685
11.5,20126680
27.3,20126498
20.0,20126415
20.0,20126415
0.0,20126285
169.9,20126281
169.9,20126273
169.9,20126206
169.9,20126181
44.9,20126091
19.9,20125941
0.0,20125648
25.0,20125591
300.0,20125583
300.0,20125540
19.8,20125515
0.0,20125510
24.9,20125469
0.0,20125368
0.0,20125274
20.0,20125085
0.0,20125069
0.0,20124799
0.0,20124797
295.1,20124684
0.0,20124645
39.0,20124385
0.0,20124384
29.0,20124365
28.9,20124363
0.0,20124256
48.5,20124227
0.0,20124162
28.9,20124154
28.9,20124087
0.0,20124063
0.0,20124015
0.0,20124014
7.5,20123963
0.0,20123846
0.0,20123844
0.0,20123844
0.0,20123841
0.0,20123839
297.7,20123783
28.9,20123762
19.9,20123754
0.1,20123626
25.0,20123621
0.0,20123517
0.0,20123378
290.2,20123355
29.0,20123289
3.5,20123259
29.0,20123256
20.7,20123182
0.0,20123141
263.5,20123131
229.2,20122923
0.0,20122906
0.0,20122906
0.0,20122872
25.0,20122871
39.0,20122869
37.3,20122865
298.0,20122818
0.0,20122815
30.3,20122630
297.9,20122534
38.8,20122487
0.0,20122482
0.0,20122422
0.0,20122393
0.0,20122173
38.8,20121934
38.9,20121606
0.0,20121590
38.9,20121566
297.9,20121547
25.0,20121415
20.0,20121415
278.5,20121223
28.6,20121156
15.0,20121133
20.0,20121133
25.0,20121131
29.0,20120974
175.0,20120855
28.9,20120817
28.9,20120706
39.8,20120595
174.8,20120594
39.9,20120236
40.2,20120206
41.4,20120183
40.0,20120168
31.6,20119937
30.7,20119732
29.9,20119732
15.0,20119647
25.0,20119647
286.3,20119628
15.0,20119539
15.0,20119539
15.0,20119526
15.0,20119526
19.0,20119526
15.0,20119526
19.0,20119526
19.0,20119526
29.0,20119526
15.0,20119526
295.1,20119508
0.0,20119450
24.9,20119444
293.3,20119442
174.9,20119388
297.9,20119315
94.5,20119301
0.0,20119247
14.8,20119202
25.0,20119186
1000.0,20119183
24.9,20119180
24.9,20119179
24.9,20119179
24.9,20119178
15.0,20119173
20.0,20119173
24.9,20119172
17.2,20119161
25.0,20118966
29.0,20118892
28.9,20118792
28.9,20118773
28.9,20118771
0.1,20118562
20.0,20118518
25.0,20118518
28.9,20118423
28.9,20118374
28.9,20118374
0.0,20118226
19.9,20118133
0.0,20118088
237.4,20118080
0.0,20117802
35.9,20117561
36.2,20117559
166.7,20117510
19.9,20117297
0.0,20117181
0.0,20117177
3.4,20117161
24.3,20117081
13.6,20117048
24.9,20117023
33.3,20116778
33.3,20116569
0.0,20116523
0.0,20116477
0.0,20116259
299.6,20116120
20.0,20116070
5.0,20115987
29.5,20115873
19.9,20115835
19.9,20115835
5.0,20115782
23.7,20115782
26.9,20115761
27.7,20115541
0.0,20115495
0.0,20115492
4.9,20115488
28.9,20115445
22.8,20115385
150.0,20115382
150.0,20115380
0.0,20115195
4.0,20115039
18.9,20114769
25.0,20114726
0.0,20114715
0.0,20114601
3.8,20114481
3.9,20114428
0.0,20113812
0.0,20113407
0.0,20113375
19.9,20113237
0.0,20113175
0.0,20112862
19.9,20112681
19.9,20112613
19.9,20112612
0.0,20112491
0.0,20112443
0.0,20112357
0.0,20112298
0.0,20112267
0.0,20112264
0.0,20112256
0.0,20112091
0.0,20112071
0.0,20112066
0.0,20111952
0.0,20111676
0.0,20111586
0.0,20111567
39.0,20111303
39.0,20111303
0.0,20111204
0.0,20111197
40.5,20111097
0.0,20111062
0.0,20110012
0.0,20109861
24.0,20109840
0.0,20109775
0.0,20109616
0.0,20109599
19.5,20109570
18.6,20109517
0.0,20109516
0.0,20109408
17.3,20109408
0.0,20109364
0.0,20109231
0.0,20109176
14.0,20109053
0.1,20109046
13.8,20109041
13.3,20109010
0.0,20108913
0.0,20108875
8.9,20108755
8.9,20108749
8.8,20108742
9.7,20108731
9.7,20108710
8.7,20108651
6.7,20108529
26.3,20108373
25.0,20108022
25.0,20108000
3.2,20107774
0.0,20107545
21.9,20107307
16.2,20106967
15.9,20106948
3.8,20106884
0.0,20106839
24.8,20106816
3.6,20106744
4.8,20106652
17.8,20106638
11.4,20106251
8.3,20105969
8.0,20105915
7.6,20105823
0.0,20105795
7.1,20105732
7.1,20105731
6.2,20105538
6.2,20105534
29.5,20105530
19.9,20105528
0.0,20105284
4.2,20105149
4.2,20105145
0.0,20105102
0.0,20105070
3.3,20104953
24.5,20104941
0.0,20104937
0.0,20104807
2.4,20104779
2.3,20104764
16.2,20104755
2.8,20104613
18.8,20104582
16.2,20104582
0.0,20104500
17.6,20104466
0.0,20104407
4.3,20104293
0.0,20104218
0.0,20104132
0.0,20104076
0.0,20104036
12.1,20103982
20.0,20103897
15.0,20103813
15.8,20103643
30.2,20103630
15.3,20103611
0.0,20103605
15.0,20103487
15.0,20103348
20.0,20103237
19.6,20103206
0.0,20102824
15.0,20102814
19.0,20102814
998.3,20102784
18.7,20102784
998.3,20102690
15.0,20102642
0.0,20102625
13.9,20102532
15.0,20102484
0.0,20102192
0.0,20102188
0.0,20102048
3.9,20102048
8.2,20102032
7.1,20101961
15.0,20101922
0.0,20101840
15.0,20101840
0.0,20101692
10.8,20101572
9.9,20101519
0.0,20101372
7.4,20101366
0.0,20101363
0.0,20101353
7.0,20101345
6.7,20101326
6.1,20101287
0.0,20101200
0.0,20101199
2.2,20100192
1.4,20099903
1.3,20099895
1.3,20099876
1.2,20099851
1.2,20099847
1.2,20099845
1.1,20099819
0.7,20099677
51.0,20099578
0.0,20099253
0.0,20099216
0.0,20099216
0.0,20099213
0.0,20099213
0.0,20099210
0.0,20099210
0.0,20099013
49.7,20098469
0.0,20098197
0.0,20098160
5.8,20098022
29.5,20098022
0.0,20097985
0.0,20097982
37.6,20097970
37.3,20097959
0.0,20097935
0.0,20097932
0.0,20097931
0.0,20097929
0.0,20097914
0.0,20097315
0.0,20097300
0.0,20097183
0.0,20097130
20.0,20097115
0.0,20096667
17.6,20096450
0.0,20096370
27.1,20096364
27.1,20096363
34.6,20096207
34.6,20096206
0.0,20096146
33.4,20096146
10.0,20095685
23.7,20095657
22.6,20095601
0.0,20095592
0.0,20095579
9.3,20095549
0.0,20095502
4.1,20095185
4.8,20095181
4.7,20095168
4.7,20095164
4.7,20095160
4.7,20095154
4.4,20095078
0.0,20094913
27.1,20094876
1000.0,20094869
0.0,20094688
41.7,20094685
41.4,20094670
20.5,20094531
0.0,20094511
29.5,20094426
2.5,20094394
0.0,20094335
0.0,20094191
29.5,20093955
1.1,20093886
1.1,20093878
28.2,20093875
1.1,20093872
28.1,20093870
0.0,20093794
0.0,20093783
2.0,20093574
0.0,20093515
0.0,20093485
1000.0,20093446
1.7,20093446
1000.0,20093436
1.6,20093412
23.8,20093375
23.8,20093372
998.8,20093069
31.2,20093013
30.3,20092957
1000.0,20092950
29.8,20092929
0.0,20092928
12.9,20092903
0.0,20092903
0.0,20092897
0.0,20092892
41.0,20092879
0.0,20092718
0.0,20092684
24.9,20092669
24.9,20092667
39.6,20092534
0.0,20092006
0.0,20091976
0.0,20091968
3.1,20091956
999.9,20091846
4.9,20091717
999.9,20091654
0.0,20091510
0.0,20091480
20.3,20091418
15.0,20091300
25.0,20091209
34.8,20091127
25.0,20090969
24.3,20090930
32.3,20090814
998.9,20090809
20.0,20090784
31.5,20090766
21.8,20090765
0.0,20090717
998.9,20090716
30.1,20090692
0.0,20090609
0.0,20090601
19.2,20090563
28.1,20090562
28.0,20090560
28.0,20090559
26.1,20090444
26.0,20090439
15.0,20090429
25.6,20090416
24.9,20090374
998.9,20090343
16.6,20090338
0.0,20090338
0.0,20090330
24.1,20090320
20.1,20090083
0.0,20090046
0.0,20090030
25.0,20089965
18.1,20089962
0.0,20089950
0.0,20089877
